No.,Name,Gcorr[au],Hcorr[au],Ucorr[au],ZPE[au],TS[au],SPE[au]
397,PreTS_AQGLEXRQQKZVOG-UHFFFAOYSA-N,0.16040959,0.21757037312306693,0.21662615999999998,0.20199666,0.05716078,-613.587198843123
398,PreSm_GZJPBDCXFVZGSZ-UHFFFAOYSA-N,0.2503795,0.3256407448320715,0.32469653000000004,0.30180295,0.07526125,-920.160189214832
399,AIFNXQQMJCQLPN-UHFFFAOYSA-N,0.25577364,0.3158747650290934,0.31493055999999997,0.29832408,0.06010113,-808.563603505029
400,PreSm_AYASFDMPBJOCBB-UHFFFAOYSA-N,0.10900247,0.16310944621102408,0.16216523,0.14913179,0.05410698,-845.327338306211
401,PreSm_MYOIAARBYGBDSO-UHFFFAOYSA-N,0.05648892,0.10743616488002772,0.10649196,0.09516758,0.05094725,-1169.25140138488
402,OPTSCJNQILXCEZ-UHFFFAOYSA-N,0.20468712,0.2631744444850028,0.26223024,0.24656514,0.05848732,-595.942728004485
403,BWYGGVJCCLRXMX-UHFFFAOYSA-N,0.14947722,0.2034292047130748,0.202485,0.18926429,0.05395199,-517.311279584713
404,PreTS_LGPMBEHDKBYMNU-UHFFFAOYSA-N,0.0844239,0.12123584667401133,0.12029164,0.11390902,0.03681195,-157.746100236674
405,QHUVIKNQLDKKJS-UHFFFAOYSA-N,0.20044536,0.25754732127904845,0.25660310999999997,0.2418263,0.05710197,-691.059284571279
406,URVPLGXAGXDMDN-UHFFFAOYSA-N,0.03604213,0.07263366607298849,0.07168946,0.06614658,0.03659153,-379.926279696073
407,LRDFRRGEGBBSRN-UHFFFAOYSA-N,0.07443258,0.11002735570599498,0.10908315,0.10314254,0.03559478,-211.405097735706
408,PreTS_UBHHRVAZLRFCTB-UHFFFAOYSA-N,0.10791668,0.1558097611670064,0.15486556,0.1444843,0.04789309,-770.043630911167
